case_id;activity;timestamp;Office;resource;Salary;Contract Type;Department;Seniority
ID_0479;Job Offer Accepted;16/11/2021 4:18;Sydney;UX/UI Designer;87553;Full-Time;Design;Mid-level
ID_0479;Onboarding Initiated;19/11/2021 18:28;Sydney;UX/UI Designer;87553;Full-Time;Design;Mid-level
ID_0479;Initial Training Program;29/11/2021 23:54;Sydney;UX/UI Designer;87553;Full-Time;Design;Mid-level
ID_0479;Completion of Onboarding;30/11/2021 23:54;Sydney;UX/UI Designer;87553;Full-Time;Design;Mid-level
ID_0479;Performance Evaluation;23/09/2022 16:02;Sydney;UX/UI Designer;87553;Full-Time;Design;Mid-level
ID_0479;Learning and Development Program;03/10/2022 20:46;Sydney;UX/UI Designer;87553;Full-Time;Design;Mid-level
ID_0479;Annual Performance Review;19/12/2022 1:54;Sydney;UX/UI Designer;87553;Full-Time;Design;Mid-level
ID_0479;Offboarding/Retirement;30/12/2022 19:09;Sydney;UX/UI Designer;87553;Full-Time;Design;Mid-level
ID_0480;Job Posting;03/07/2021 15:36;New York;Software Engineer;84313;Full-Time;Engineering;Junior
ID_0480;Application Submission;06/07/2021 21:28;New York;Software Engineer;84313;Full-Time;Engineering;Junior
ID_0480;Candidate Screening;09/07/2021 19:41;New York;Software Engineer;84313;Full-Time;Engineering;Junior
ID_0480;Interview Process;14/07/2021 11:13;New York;Software Engineer;84313;Full-Time;Engineering;Junior
ID_0480;Job Offer Extended;29/07/2021 16:06;New York;Software Engineer;84313;Full-Time;Engineering;Junior
ID_0480;Job Offer Accepted;31/07/2021 6:09;New York;Software Engineer;84313;Full-Time;Engineering;Junior
ID_0480;Onboarding Initiated;04/08/2021 5:21;New York;Software Engineer;84313;Full-Time;Engineering;Junior
ID_0480;Initial Training Program;13/08/2021 4:17;New York;Software Engineer;84313;Full-Time;Engineering;Junior
ID_0480;Completion of Onboarding;14/08/2021 4:17;New York;Software Engineer;84313;Full-Time;Engineering;Junior
ID_0480;Performance Evaluation;24/02/2023 11:30;New York;Software Engineer;84313;Full-Time;Engineering;Junior
ID_0480;Learning and Development Program;10/03/2023 17:56;New York;Software Engineer;84313;Full-Time;Engineering;Junior
ID_0480;Annual Performance Review;18/05/2023 0:38;New York;Software Engineer;84313;Full-Time;Engineering;Junior
ID_0480;Offboarding/Retirement;25/05/2023 8:20;New York;Software Engineer;84313;Full-Time;Engineering;Junior
ID_0481;Job Posting;10/01/2021 13:39;London;QA Engineer;87260;Freelance;Quality Assurance;Mid-level
ID_0481;Application Submission;17/01/2021 21:56;London;QA Engineer;87260;Freelance;Quality Assurance;Mid-level
ID_0481;Candidate Screening;20/01/2021 20:20;London;QA Engineer;87260;Freelance;Quality Assurance;Mid-level
ID_0481;Interview Process;24/01/2021 2:51;London;QA Engineer;87260;Freelance;Quality Assurance;Mid-level
ID_0481;Job Offer Extended;26/02/2021 21:57;London;QA Engineer;87260;Freelance;Quality Assurance;Mid-level
ID_0481;Job Offer Accepted;07/03/2021 10:07;London;QA Engineer;87260;Freelance;Quality Assurance;Mid-level
ID_0481;Onboarding Initiated;14/03/2021 7:37;London;QA Engineer;87260;Freelance;Quality Assurance;Mid-level
ID_0481;Completion of Onboarding;18/03/2021 13:38;London;QA Engineer;87260;Freelance;Quality Assurance;Mid-level
ID_0481;Grievance Raised by Employee;04/09/2022 7:54;London;QA Engineer;87260;Freelance;Quality Assurance;Mid-level
ID_0481;Grievance Resolution Process;14/09/2022 8:13;London;QA Engineer;87260;Freelance;Quality Assurance;Mid-level
ID_0481;Performance Evaluation;09/10/2022 2:21;London;QA Engineer;87260;Freelance;Quality Assurance;Mid-level
ID_0481;Annual Performance Review;22/10/2022 4:59;London;QA Engineer;87260;Freelance;Quality Assurance;Mid-level
ID_0481;Offboarding/Retirement;02/11/2022 0:22;London;QA Engineer;87260;Freelance;Quality Assurance;Mid-level
ID_0482;Job Posting;04/07/2021 6:02;Sydney;Data Scientist;159165;Part-Time;Data Science;Senior
ID_0482;Application Submission;11/07/2021 22:03;Sydney;Data Scientist;159165;Part-Time;Data Science;Senior
ID_0482;Candidate Screening;12/07/2021 4:40;Sydney;Data Scientist;159165;Part-Time;Data Science;Senior
ID_0482;Interview Process;16/07/2021 16:32;Sydney;Data Scientist;159165;Part-Time;Data Science;Senior
ID_0482;Job Offer Extended;27/07/2021 9:28;Sydney;Data Scientist;159165;Part-Time;Data Science;Senior
ID_0482;Job Offer Accepted;31/07/2021 3:08;Sydney;Data Scientist;159165;Part-Time;Data Science;Senior
ID_0482;Onboarding Initiated;05/08/2021 21:43;Sydney;Data Scientist;159165;Part-Time;Data Science;Senior
ID_0482;Completion of Onboarding;11/08/2021 12:09;Sydney;Data Scientist;159165;Part-Time;Data Science;Senior
ID_0482;Performance Evaluation;23/05/2022 20:50;Sydney;Data Scientist;159165;Part-Time;Data Science;Senior
ID_0482;Promotion/Salary Adjustment;30/05/2022 21:20;Sydney;Data Scientist;159165;Part-Time;Data Science;Senior
ID_0482;Learning and Development Program;05/06/2022 1:45;Sydney;Data Scientist;159165;Part-Time;Data Science;Senior
ID_0482;Annual Performance Review;22/08/2022 13:55;Sydney;Data Scientist;159165;Part-Time;Data Science;Senior
ID_0482;Offboarding/Retirement;04/09/2022 15:15;Sydney;Data Scientist;159165;Part-Time;Data Science;Senior
ID_0483;Job Posting;03/07/2021 8:18;San Francisco;Software Engineer;82378;Full-Time;Engineering;Junior
ID_0483;Application Submission;06/07/2021 10:51;San Francisco;Software Engineer;82378;Full-Time;Engineering;Junior
ID_0483;Candidate Screening;08/07/2021 22:29;San Francisco;Software Engineer;82378;Full-Time;Engineering;Junior
ID_0483;Interview Process;11/07/2021 19:56;San Francisco;Software Engineer;82378;Full-Time;Engineering;Junior
ID_0483;Job Offer Extended;22/07/2021 4:41;San Francisco;Software Engineer;82378;Full-Time;Engineering;Junior
ID_0483;Job Offer Rejected Due to Salary Negotiation;23/07/2021 14:01;San Francisco;Software Engineer;82378;Full-Time;Engineering;Junior
ID_0483;Position Reopened;24/07/2021 14:01;San Francisco;Software Engineer;82378;Full-Time;Engineering;Junior
ID_0484;Job Posting;21/02/2021 4:57;Chicago;UX/UI Designer;105752;Full-Time;Design;Senior
ID_0484;Application Submission;01/03/2021 4:32;Chicago;UX/UI Designer;105752;Full-Time;Design;Senior
ID_0484;Candidate Screening;03/03/2021 23:37;Chicago;UX/UI Designer;105752;Full-Time;Design;Senior
ID_0484;Interview Process;06/03/2021 22:48;Chicago;UX/UI Designer;105752;Full-Time;Design;Senior
ID_0484;Job Offer Extended;20/03/2021 18:23;Chicago;UX/UI Designer;105752;Full-Time;Design;Senior
ID_0484;Job Offer Accepted;24/03/2021 1:07;Chicago;UX/UI Designer;105752;Full-Time;Design;Senior
ID_0484;Onboarding Initiated;25/03/2021 9:11;Chicago;UX/UI Designer;105752;Full-Time;Design;Senior
ID_0484;Completion of Onboarding;30/03/2021 19:01;Chicago;UX/UI Designer;105752;Full-Time;Design;Senior
ID_0484;Performance Evaluation;20/01/2022 21:34;Chicago;UX/UI Designer;105752;Full-Time;Design;Senior
ID_0484;Promotion/Salary Adjustment;02/02/2022 7:59;Chicago;UX/UI Designer;105752;Full-Time;Design;Senior
ID_0484;Learning and Development Program;10/02/2022 20:18;Chicago;UX/UI Designer;105752;Full-Time;Design;Senior
ID_0484;Annual Performance Review;02/04/2022 2:19;Chicago;UX/UI Designer;105752;Full-Time;Design;Senior
ID_0484;Offboarding/Retirement;16/04/2022 18:31;Chicago;UX/UI Designer;105752;Full-Time;Design;Senior
ID_0485;Job Posting;04/04/2021 16:06;Sydney;Software Engineer;116646;Full-Time;Engineering;Mid-level
ID_0485;Application Submission;08/04/2021 19:15;Sydney;Software Engineer;116646;Full-Time;Engineering;Mid-level
ID_0485;Candidate Screening;09/04/2021 10:22;Sydney;Software Engineer;116646;Full-Time;Engineering;Mid-level
ID_0485;Interview Process;15/04/2021 10:41;Sydney;Software Engineer;116646;Full-Time;Engineering;Mid-level
ID_0485;Job Offer Extended;30/04/2021 5:21;Sydney;Software Engineer;116646;Full-Time;Engineering;Mid-level
ID_0485;Job Offer Accepted;01/05/2021 8:59;Sydney;Software Engineer;116646;Full-Time;Engineering;Mid-level
ID_0485;Onboarding Initiated;03/05/2021 5:23;Sydney;Software Engineer;116646;Full-Time;Engineering;Mid-level
ID_0485;Completion of Onboarding;08/05/2021 16:59;Sydney;Software Engineer;116646;Full-Time;Engineering;Mid-level
ID_0485;Performance Evaluation;31/03/2022 9:25;Sydney;Software Engineer;116646;Full-Time;Engineering;Mid-level
ID_0485;Performance Improvement Plan Initiated;09/04/2022 17:18;Sydney;Software Engineer;116646;Full-Time;Engineering;Mid-level
ID_0485;Follow-up Evaluation;29/05/2022 4:25;Sydney;Software Engineer;116646;Full-Time;Engineering;Mid-level
ID_0485;Annual Performance Review;11/06/2022 15:50;Sydney;Software Engineer;116646;Full-Time;Engineering;Mid-level
ID_0485;Offboarding/Retirement;19/06/2022 17:33;Sydney;Software Engineer;116646;Full-Time;Engineering;Mid-level
ID_0486;Job Posting;21/02/2021 11:52;London;Software Engineer;102316;Freelance;Engineering;Junior
ID_0486;Application Submission;28/02/2021 6:29;London;Software Engineer;102316;Freelance;Engineering;Junior
ID_0486;Candidate Screening;01/03/2021 6:38;London;Software Engineer;102316;Freelance;Engineering;Junior
ID_0486;Interview Process;06/03/2021 16:43;London;Software Engineer;102316;Freelance;Engineering;Junior
ID_0486;Job Offer Extended;02/04/2021 8:20;London;Software Engineer;102316;Freelance;Engineering;Junior
ID_0486;Job Offer Accepted;07/04/2021 19:37;London;Software Engineer;102316;Freelance;Engineering;Junior
ID_0486;Onboarding Initiated;10/04/2021 14:44;London;Software Engineer;102316;Freelance;Engineering;Junior
ID_0486;Completion of Onboarding;14/04/2021 1:57;London;Software Engineer;102316;Freelance;Engineering;Junior
ID_0486;Performance Evaluation;12/07/2022 1:53;London;Software Engineer;102316;Freelance;Engineering;Junior
ID_0486;Promotion/Salary Adjustment;22/07/2022 0:46;London;Software Engineer;102316;Freelance;Engineering;Junior
ID_0486;Learning and Development Program;27/07/2022 4:03;London;Software Engineer;102316;Freelance;Engineering;Junior
ID_0486;Annual Performance Review;30/08/2022 4:23;London;Software Engineer;102316;Freelance;Engineering;Junior
ID_0486;Offboarding/Retirement;13/09/2022 2:17;London;Software Engineer;102316;Freelance;Engineering;Junior
ID_0487;Job Posting;27/05/2021 13:55;San Francisco;Customer Success Manager;79479;Freelance;Customer Success;Junior
ID_0487;Application Submission;31/05/2021 17:42;San Francisco;Customer Success Manager;79479;Freelance;Customer Success;Junior
ID_0487;Candidate Screening;01/06/2021 12:19;San Francisco;Customer Success Manager;79479;Freelance;Customer Success;Junior
ID_0487;Interview Process;08/06/2021 8:56;San Francisco;Customer Success Manager;79479;Freelance;Customer Success;Junior
ID_0487;Job Offer Extended;24/06/2021 7:41;San Francisco;Customer Success Manager;79479;Freelance;Customer Success;Junior
ID_0487;Job Offer Rejected by Candidate;27/06/2021 11:55;San Francisco;Customer Success Manager;79479;Freelance;Customer Success;Junior
ID_0487;Candidate Withdraws;28/06/2021 11:55;San Francisco;Customer Success Manager;79479;Freelance;Customer Success;Junior
ID_0487;Position Reopened;29/06/2021 11:55;San Francisco;Customer Success Manager;79479;Freelance;Customer Success;Junior
ID_0488;Job Posting;06/04/2021 2:58;Chicago;Product Manager;123220;Part-Time;Product Management;Mid-level
ID_0488;Application Submission;14/04/2021 0:07;Chicago;Product Manager;123220;Part-Time;Product Management;Mid-level
ID_0488;Candidate Screening;15/04/2021 20:46;Chicago;Product Manager;123220;Part-Time;Product Management;Mid-level
ID_0488;Interview Process;22/04/2021 17:56;Chicago;Product Manager;123220;Part-Time;Product Management;Mid-level
ID_0488;Job Offer Extended;30/04/2021 16:17;Chicago;Product Manager;123220;Part-Time;Product Management;Mid-level
ID_0488;Job Offer Accepted;04/05/2021 13:25;Chicago;Product Manager;123220;Part-Time;Product Management;Mid-level
ID_0488;Onboarding Initiated;08/05/2021 5:13;Chicago;Product Manager;123220;Part-Time;Product Management;Mid-level
ID_0488;Completion of Onboarding;16/05/2021 21:16;Chicago;Product Manager;123220;Part-Time;Product Management;Mid-level
ID_0488;Performance Evaluation;15/07/2022 17:33;Chicago;Product Manager;123220;Part-Time;Product Management;Mid-level
ID_0488;Promotion/Salary Adjustment;24/07/2022 9:45;Chicago;Product Manager;123220;Part-Time;Product Management;Mid-level
ID_0488;Learning and Development Program;01/08/2022 23:46;Chicago;Product Manager;123220;Part-Time;Product Management;Mid-level
ID_0488;Annual Performance Review;21/10/2022 6:14;Chicago;Product Manager;123220;Part-Time;Product Management;Mid-level
ID_0488;Offboarding/Retirement;02/11/2022 7:53;Chicago;Product Manager;123220;Part-Time;Product Management;Mid-level
ID_0489;Job Posting;24/10/2021 3:11;New York;Software Engineer;148516;Freelance;Engineering;Senior
ID_0489;Application Submission;27/10/2021 7:34;New York;Software Engineer;148516;Freelance;Engineering;Senior
ID_0489;Candidate Screening;29/10/2021 21:36;New York;Software Engineer;148516;Freelance;Engineering;Senior
ID_0489;Interview Process;05/11/2021 8:44;New York;Software Engineer;148516;Freelance;Engineering;Senior
ID_0489;Job Offer Extended;14/11/2021 14:42;New York;Software Engineer;148516;Freelance;Engineering;Senior
ID_0489;Job Offer Accepted;17/11/2021 1:21;New York;Software Engineer;148516;Freelance;Engineering;Senior
ID_0489;Onboarding Initiated;21/11/2021 9:25;New York;Software Engineer;148516;Freelance;Engineering;Senior
ID_0489;Completion of Onboarding;25/11/2021 5:06;New York;Software Engineer;148516;Freelance;Engineering;Senior
ID_0489;Grievance Raised by Employee;06/08/2023 2:24;New York;Software Engineer;148516;Freelance;Engineering;Senior
ID_0489;Grievance Resolution Process;14/08/2023 18:20;New York;Software Engineer;148516;Freelance;Engineering;Senior
ID_0489;Performance Evaluation;04/09/2023 13:23;New York;Software Engineer;148516;Freelance;Engineering;Senior
ID_0489;Annual Performance Review;11/09/2023 18:59;New York;Software Engineer;148516;Freelance;Engineering;Senior
ID_0489;Offboarding/Retirement;21/09/2023 3:41;New York;Software Engineer;148516;Freelance;Engineering;Senior
ID_0490;Job Posting;13/02/2021 16:45;New York;Software Engineer;86823;Full-Time;Engineering;Junior
ID_0490;Application Submission;21/02/2021 13:31;New York;Software Engineer;86823;Full-Time;Engineering;Junior
ID_0490;Candidate Screening;22/02/2021 11:51;New York;Software Engineer;86823;Full-Time;Engineering;Junior
ID_0490;Interview Process;28/02/2021 6:53;New York;Software Engineer;86823;Full-Time;Engineering;Junior
ID_0490;Job Offer Extended;13/03/2021 11:05;New York;Software Engineer;86823;Full-Time;Engineering;Junior
ID_0490;Job Offer Accepted;16/03/2021 2:51;New York;Software Engineer;86823;Full-Time;Engineering;Junior
ID_0490;Onboarding Initiated;20/03/2021 0:56;New York;Software Engineer;86823;Full-Time;Engineering;Junior
ID_0490;Completion of Onboarding;30/03/2021 10:51;New York;Software Engineer;86823;Full-Time;Engineering;Junior
ID_0490;Performance Evaluation;30/05/2022 9:11;New York;Software Engineer;86823;Full-Time;Engineering;Junior
ID_0490;Performance Improvement Plan Initiated;14/06/2022 14:53;New York;Software Engineer;86823;Full-Time;Engineering;Junior
ID_0490;Follow-up Evaluation;25/07/2022 5:04;New York;Software Engineer;86823;Full-Time;Engineering;Junior
ID_0490;Annual Performance Review;14/08/2022 15:26;New York;Software Engineer;86823;Full-Time;Engineering;Junior
ID_0490;Offboarding/Retirement;26/08/2022 2:25;New York;Software Engineer;86823;Full-Time;Engineering;Junior
ID_0491;Job Posting;15/06/2021 3:01;San Francisco;Software Engineer;144699;Full-Time;Engineering;Senior
ID_0491;Application Submission;21/06/2021 2:49;San Francisco;Software Engineer;144699;Full-Time;Engineering;Senior
ID_0491;Candidate Screening;21/06/2021 4:55;San Francisco;Software Engineer;144699;Full-Time;Engineering;Senior
ID_0491;Interview Process;28/06/2021 5:56;San Francisco;Software Engineer;144699;Full-Time;Engineering;Senior
ID_0491;Job Offer Extended;09/07/2021 16:33;San Francisco;Software Engineer;144699;Full-Time;Engineering;Senior
ID_0491;Job Offer Accepted;11/07/2021 9:21;San Francisco;Software Engineer;144699;Full-Time;Engineering;Senior
ID_0491;Onboarding Initiated;14/07/2021 5:49;San Francisco;Software Engineer;144699;Full-Time;Engineering;Senior
ID_0491;Completion of Onboarding;19/07/2021 16:48;San Francisco;Software Engineer;144699;Full-Time;Engineering;Senior
ID_0491;Performance Evaluation;08/09/2022 21:21;San Francisco;Software Engineer;144699;Full-Time;Engineering;Senior
ID_0491;Employee Complaint About Performance Review;17/09/2022 17:14;San Francisco;Software Engineer;144699;Full-Time;Engineering;Senior
ID_0491;Performance Improvement Plan Initiated;18/09/2022 17:14;San Francisco;Software Engineer;144699;Full-Time;Engineering;Senior
ID_0491;Follow-up Evaluation;14/11/2022 5:45;San Francisco;Software Engineer;144699;Full-Time;Engineering;Senior
ID_0491;Annual Performance Review;29/11/2022 13:07;San Francisco;Software Engineer;144699;Full-Time;Engineering;Senior
ID_0491;Offboarding/Retirement;10/12/2022 20:19;San Francisco;Software Engineer;144699;Full-Time;Engineering;Senior
ID_0492;Job Posting;25/05/2021 23:22;London;Product Manager;118565;Full-Time;Product Management;Mid-level
ID_0492;Application Submission;31/05/2021 20:55;London;Product Manager;118565;Full-Time;Product Management;Mid-level
ID_0492;Candidate Screening;02/06/2021 2:03;London;Product Manager;118565;Full-Time;Product Management;Mid-level
ID_0492;Interview Process;04/06/2021 4:25;London;Product Manager;118565;Full-Time;Product Management;Mid-level
ID_0492;Job Offer Extended;29/06/2021 17:46;London;Product Manager;118565;Full-Time;Product Management;Mid-level
ID_0492;Job Offer Initially Accepted;10/07/2021 8:07;London;Product Manager;118565;Full-Time;Product Management;Mid-level
ID_0492;Candidate Withdraws Post-Acceptance;11/07/2021 8:07;London;Product Manager;118565;Full-Time;Product Management;Mid-level
ID_0492;Position Reopened;12/07/2021 8:07;London;Product Manager;118565;Full-Time;Product Management;Mid-level
ID_0493;Job Posting;16/10/2021 3:51;San Francisco;Software Engineer;132452;Freelance;Engineering;Senior
ID_0493;Application Submission;23/10/2021 18:21;San Francisco;Software Engineer;132452;Freelance;Engineering;Senior
ID_0493;Candidate Screening;25/10/2021 11:21;San Francisco;Software Engineer;132452;Freelance;Engineering;Senior
ID_0493;Interview Process;01/11/2021 1:20;San Francisco;Software Engineer;132452;Freelance;Engineering;Senior
ID_0493;Job Offer Extended;12/11/2021 18:51;San Francisco;Software Engineer;132452;Freelance;Engineering;Senior
ID_0493;Job Offer Accepted;15/11/2021 18:49;San Francisco;Software Engineer;132452;Freelance;Engineering;Senior
ID_0493;Onboarding Initiated;21/11/2021 22:54;San Francisco;Software Engineer;132452;Freelance;Engineering;Senior
ID_0493;Completion of Onboarding;30/11/2021 3:09;San Francisco;Software Engineer;132452;Freelance;Engineering;Senior
ID_0493;Performance Evaluation;17/07/2023 7:31;San Francisco;Software Engineer;132452;Freelance;Engineering;Senior
ID_0493;Employee Complaint About Performance Review;29/07/2023 16:19;San Francisco;Software Engineer;132452;Freelance;Engineering;Senior
ID_0493;Performance Improvement Plan Initiated;30/07/2023 16:19;San Francisco;Software Engineer;132452;Freelance;Engineering;Senior
ID_0493;Follow-up Evaluation;12/09/2023 18:36;San Francisco;Software Engineer;132452;Freelance;Engineering;Senior
ID_0493;Annual Performance Review;27/09/2023 0:57;San Francisco;Software Engineer;132452;Freelance;Engineering;Senior
ID_0493;Offboarding/Retirement;08/10/2023 17:26;San Francisco;Software Engineer;132452;Freelance;Engineering;Senior
ID_0494;Job Posting;10/06/2021 2:47;Berlin;Product Manager;99402;Full-Time;Product Management;Junior
ID_0494;Application Submission;16/06/2021 10:39;Berlin;Product Manager;99402;Full-Time;Product Management;Junior
ID_0494;Candidate Screening;18/06/2021 9:34;Berlin;Product Manager;99402;Full-Time;Product Management;Junior
ID_0494;Interview Process;25/06/2021 0:40;Berlin;Product Manager;99402;Full-Time;Product Management;Junior
ID_0494;Job Offer Extended;30/07/2021 9:53;Berlin;Product Manager;99402;Full-Time;Product Management;Junior
ID_0494;Job Offer Accepted;07/08/2021 21:34;Berlin;Product Manager;99402;Full-Time;Product Management;Junior
ID_0494;Onboarding Initiated;13/08/2021 22:44;Berlin;Product Manager;99402;Full-Time;Product Management;Junior
ID_0494;Initial Training Program;23/08/2021 6:24;Berlin;Product Manager;99402;Full-Time;Product Management;Junior
ID_0494;Completion of Onboarding;24/08/2021 6:24;Berlin;Product Manager;99402;Full-Time;Product Management;Junior
ID_0494;Performance Evaluation;08/04/2023 6:14;Berlin;Product Manager;99402;Full-Time;Product Management;Junior
ID_0494;Learning and Development Program;20/04/2023 0:13;Berlin;Product Manager;99402;Full-Time;Product Management;Junior
ID_0494;Annual Performance Review;25/06/2023 1:01;Berlin;Product Manager;99402;Full-Time;Product Management;Junior
ID_0494;Offboarding/Retirement;06/07/2023 18:12;Berlin;Product Manager;99402;Full-Time;Product Management;Junior
ID_0495;Job Posting;10/04/2021 17:00;New York;Product Manager;118284;Full-Time;Product Management;Mid-level
ID_0495;Application Submission;15/04/2021 11:58;New York;Product Manager;118284;Full-Time;Product Management;Mid-level
ID_0495;Candidate Screening;18/04/2021 0:15;New York;Product Manager;118284;Full-Time;Product Management;Mid-level
ID_0495;Interview Process;25/04/2021 15:36;New York;Product Manager;118284;Full-Time;Product Management;Mid-level
ID_0495;Job Offer Extended;05/05/2021 2:56;New York;Product Manager;118284;Full-Time;Product Management;Mid-level
ID_0495;Job Offer Accepted;08/05/2021 15:03;New York;Product Manager;118284;Full-Time;Product Management;Mid-level
ID_0495;Onboarding Initiated;14/05/2021 5:19;New York;Product Manager;118284;Full-Time;Product Management;Mid-level
ID_0495;Delay Due to Incomplete Documentation;21/05/2021 1:20;New York;Product Manager;118284;Full-Time;Product Management;Mid-level
ID_0495;Onboarding Restarted;22/05/2021 1:20;New York;Product Manager;118284;Full-Time;Product Management;Mid-level
ID_0495;Completion of Onboarding;23/05/2021 1:20;New York;Product Manager;118284;Full-Time;Product Management;Mid-level
ID_0495;Performance Evaluation;01/02/2023 21:35;New York;Product Manager;118284;Full-Time;Product Management;Mid-level
ID_0495;Annual Performance Review;09/02/2023 20:59;New York;Product Manager;118284;Full-Time;Product Management;Mid-level
ID_0495;Offboarding/Retirement;24/02/2023 4:12;New York;Product Manager;118284;Full-Time;Product Management;Mid-level
ID_0496;Job Posting;25/06/2021 12:47;New York;Software Engineer;96991;Full-Time;Engineering;Junior
ID_0496;Application Submission;03/07/2021 5:33;New York;Software Engineer;96991;Full-Time;Engineering;Junior
ID_0496;Candidate Screening;05/07/2021 4:53;New York;Software Engineer;96991;Full-Time;Engineering;Junior
ID_0496;Interview Process;12/07/2021 11:04;New York;Software Engineer;96991;Full-Time;Engineering;Junior
ID_0496;Job Offer Extended;26/07/2021 20:26;New York;Software Engineer;96991;Full-Time;Engineering;Junior
ID_0496;Job Offer Accepted;28/07/2021 18:58;New York;Software Engineer;96991;Full-Time;Engineering;Junior
ID_0496;Onboarding Initiated;03/08/2021 14:52;New York;Software Engineer;96991;Full-Time;Engineering;Junior
ID_0496;Completion of Onboarding;14/08/2021 13:43;New York;Software Engineer;96991;Full-Time;Engineering;Junior
ID_0496;Performance Evaluation;15/11/2022 0:57;New York;Software Engineer;96991;Full-Time;Engineering;Junior
ID_0496;Performance Improvement Plan Initiated;25/11/2022 17:55;New York;Software Engineer;96991;Full-Time;Engineering;Junior
ID_0496;Follow-up Evaluation;31/12/2022 9:08;New York;Software Engineer;96991;Full-Time;Engineering;Junior
ID_0496;Annual Performance Review;14/01/2023 13:03;New York;Software Engineer;96991;Full-Time;Engineering;Junior
ID_0496;Offboarding/Retirement;24/01/2023 3:25;New York;Software Engineer;96991;Full-Time;Engineering;Junior
ID_0497;Job Posting;27/07/2021 19:19;Sydney;Software Engineer;142381;Full-Time;Engineering;Senior
ID_0497;Application Submission;02/08/2021 12:02;Sydney;Software Engineer;142381;Full-Time;Engineering;Senior
ID_0497;Candidate Screening;03/08/2021 3:14;Sydney;Software Engineer;142381;Full-Time;Engineering;Senior
ID_0497;Interview Process;08/08/2021 7:28;Sydney;Software Engineer;142381;Full-Time;Engineering;Senior
ID_0497;Job Offer Extended;19/08/2021 1:57;Sydney;Software Engineer;142381;Full-Time;Engineering;Senior
ID_0497;Job Offer Accepted;21/08/2021 23:04;Sydney;Software Engineer;142381;Full-Time;Engineering;Senior
ID_0497;Onboarding Initiated;24/08/2021 3:53;Sydney;Software Engineer;142381;Full-Time;Engineering;Senior
ID_0497;Completion of Onboarding;03/09/2021 19:43;Sydney;Software Engineer;142381;Full-Time;Engineering;Senior
ID_0497;Performance Evaluation;04/07/2023 16:28;Sydney;Software Engineer;142381;Full-Time;Engineering;Senior
ID_0497;Promotion/Salary Adjustment;19/07/2023 22:18;Sydney;Software Engineer;142381;Full-Time;Engineering;Senior
ID_0497;Learning and Development Program;25/07/2023 11:52;Sydney;Software Engineer;142381;Full-Time;Engineering;Senior
ID_0497;Annual Performance Review;15/10/2023 9:09;Sydney;Software Engineer;142381;Full-Time;Engineering;Senior
ID_0497;Offboarding/Retirement;29/10/2023 1:48;Sydney;Software Engineer;142381;Full-Time;Engineering;Senior
ID_0498;Job Posting;26/04/2021 10:08;Chicago;Data Scientist;110241;Full-Time;Data Science;Junior
ID_0498;Application Submission;01/05/2021 4:55;Chicago;Data Scientist;110241;Full-Time;Data Science;Junior
ID_0498;Candidate Screening;03/05/2021 6:21;Chicago;Data Scientist;110241;Full-Time;Data Science;Junior
ID_0498;Interview Process;09/05/2021 2:08;Chicago;Data Scientist;110241;Full-Time;Data Science;Junior
ID_0498;Job Offer Extended;16/05/2021 23:43;Chicago;Data Scientist;110241;Full-Time;Data Science;Junior
ID_0498;Job Offer Accepted;20/05/2021 8:43;Chicago;Data Scientist;110241;Full-Time;Data Science;Junior
ID_0498;Onboarding Initiated;24/05/2021 8:19;Chicago;Data Scientist;110241;Full-Time;Data Science;Junior
ID_0498;Completion of Onboarding;27/05/2021 21:14;Chicago;Data Scientist;110241;Full-Time;Data Science;Junior
ID_0498;Performance Evaluation;21/04/2022 12:35;Chicago;Data Scientist;110241;Full-Time;Data Science;Junior
ID_0498;Performance Improvement Plan Initiated;01/05/2022 6:52;Chicago;Data Scientist;110241;Full-Time;Data Science;Junior
ID_0498;Follow-up Evaluation;11/06/2022 23:14;Chicago;Data Scientist;110241;Full-Time;Data Science;Junior
ID_0498;Annual Performance Review;01/07/2022 5:21;Chicago;Data Scientist;110241;Full-Time;Data Science;Junior
ID_0498;Offboarding/Retirement;12/07/2022 11:42;Chicago;Data Scientist;110241;Full-Time;Data Science;Junior
ID_0499;Job Posting;28/05/2021 12:08;Tokyo;QA Engineer;108759;Full-Time;Quality Assurance;Senior
ID_0499;Application Submission;04/06/2021 1:14;Tokyo;QA Engineer;108759;Full-Time;Quality Assurance;Senior
ID_0499;Candidate Screening;06/06/2021 5:51;Tokyo;QA Engineer;108759;Full-Time;Quality Assurance;Senior
ID_0499;Interview Process;10/06/2021 1:39;Tokyo;QA Engineer;108759;Full-Time;Quality Assurance;Senior
ID_0499;Job Offer Extended;22/06/2021 1:08;Tokyo;QA Engineer;108759;Full-Time;Quality Assurance;Senior
ID_0499;Job Offer Accepted;23/06/2021 7:32;Tokyo;QA Engineer;108759;Full-Time;Quality Assurance;Senior
ID_0499;Onboarding Initiated;27/06/2021 12:38;Tokyo;QA Engineer;108759;Full-Time;Quality Assurance;Senior
ID_0499;Initial Training Program;06/07/2021 11:35;Tokyo;QA Engineer;108759;Full-Time;Quality Assurance;Senior
ID_0499;Completion of Onboarding;07/07/2021 11:35;Tokyo;QA Engineer;108759;Full-Time;Quality Assurance;Senior
